,YEAR,TRANSIT DATE,WAITING TIME,DIRECTION (N/S),BEAM (pies),DRAF (Pies),transit_booking_days,transit_eta_days
11073,2022,2022-11-16 00:00:00,8.0,Southbound,105.9,34.083,0,8.0
11076,2022,2022-11-16 00:00:00,1.0,Southbound,106.0,39.417,0,1.0
11078,2022,2022-11-16 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
11084,2022,2022-11-16 00:00:00,0.0,Southbound,93.7,29.583,0,0.0
11089,2022,2022-11-17 00:00:00,3.0,Northbound,106.0,39.417,0,3.0
11092,2022,2022-11-17 00:00:00,5.0,Northbound,106.0,37.75,0,5.0
11105,2022,2022-11-17 00:00:00,6.0,Southbound,101.9,22.083,0,6.0
11106,2022,2022-11-17 00:00:00,2.0,Southbound,106.0,34.167,0,2.0
11113,2022,2022-11-17 00:00:00,8.0,Southbound,106.0,39.5,0,8.0
11115,2022,2022-11-17 00:00:00,1.0,Southbound,98.6,33.667,0,1.0
11121,2022,2022-11-17 00:00:00,7.0,Southbound,106.0,39.167,0,7.0
11131,2022,2022-11-18 00:00:00,1.0,Northbound,106.0,25.833,0,1.0
11140,2022,2022-11-18 00:00:00,1.0,Northbound,106.0,39.417,0,1.0
11142,2022,2022-11-18 00:00:00,3.0,Southbound,106.0,45.083,0,3.0
11144,2022,2022-11-18 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
11150,2022,2022-11-18 00:00:00,6.0,Southbound,106.0,39.5,0,6.0
11165,2022,2022-11-19 00:00:00,2.0,Northbound,106.0,32.833,0,2.0
11178,2022,2022-11-19 00:00:00,16.0,Southbound,106.0,45.5,0,16.0
11179,2022,2022-11-19 00:00:00,6.0,Southbound,106.0,39.5,0,6.0
11181,2022,2022-11-19 00:00:00,5.0,Southbound,106.0,34.083,0,5.0
11182,2022,2022-11-19 00:00:00,3.0,Southbound,106.0,39.25,0,3.0
11188,2022,2022-11-19 00:00:00,1.0,Southbound,98.5,36.417,0,1.0
11203,2022,2022-11-20 00:00:00,7.0,Northbound,105.9,39.417,0,7.0
11205,2022,2022-11-20 00:00:00,1.0,Northbound,106.0,30.083,0,1.0
11209,2022,2022-11-20 00:00:00,1.0,Northbound,106.0,38.583,0,1.0
11219,2022,2022-11-20 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
11227,2022,2022-11-20 00:00:00,0.0,Southbound,105.9,39.333,-1,0.0
11229,2022,2022-11-20 00:00:00,2.0,Southbound,101.9,30.75,0,2.0
11246,2022,2022-11-21 00:00:00,1.0,Northbound,105.9,29.417,0,1.0
11247,2022,2022-11-21 00:00:00,1.0,Northbound,105.9,33.167,0,1.0
11257,2022,2022-11-21 00:00:00,4.0,Southbound,105.8,39.5,8,4.0
11273,2022,2022-11-22 00:00:00,8.0,Northbound,106.0,40.167,0,8.0
11279,2022,2022-11-22 00:00:00,1.0,Northbound,106.0,35.083,0,1.0
11290,2022,2022-11-22 00:00:00,3.0,Southbound,105.9,39.5,-1,3.0
11300,2022,2022-11-22 00:00:00,1.0,Southbound,93.3,34.583,0,1.0
11306,2022,2022-11-23 00:00:00,8.0,Northbound,105.9,39.5,0,8.0
11307,2022,2022-11-23 00:00:00,8.0,Northbound,105.9,37.833,0,8.0
11310,2022,2022-11-23 00:00:00,4.0,Northbound,106.0,39.083,0,4.0
11317,2022,2022-11-23 00:00:00,2.0,Northbound,99.9,31.167,0,2.0
11326,2022,2022-11-23 00:00:00,5.0,Southbound,105.9,39.5,0,5.0
11331,2022,2022-11-23 00:00:00,5.0,Southbound,98.6,32.833,0,5.0
11344,2022,2022-11-24 00:00:00,7.0,Northbound,105.9,39.5,0,7.0
11351,2022,2022-11-24 00:00:00,2.0,Northbound,106.0,35.667,0,2.0
11354,2022,2022-11-24 00:00:00,1.0,Northbound,106.0,39.5,0,1.0
11364,2022,2022-11-24 00:00:00,18.0,Southbound,106.0,43.917,0,18.0
11367,2022,2022-11-24 00:00:00,4.0,Southbound,105.9,39.333,0,4.0
11373,2022,2022-11-24 00:00:00,1.0,Southbound,106.0,44.75,0,1.0
11379,2022,2022-11-25 00:00:00,8.0,Northbound,106.0,27.75,0,8.0
11384,2022,2022-11-25 00:00:00,2.0,Northbound,106.0,31.0,0,2.0
11387,2022,2022-11-25 00:00:00,2.0,Northbound,106.0,39.167,0,2.0
11388,2022,2022-11-25 00:00:00,1.0,Northbound,106.0,39.5,0,1.0
11399,2022,2022-11-25 00:00:00,6.0,Southbound,106.0,40.083,0,6.0
11406,2022,2022-11-25 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
11410,2022,2022-11-25 00:00:00,4.0,Southbound,98.7,35.75,0,4.0
11420,2022,2022-11-26 00:00:00,8.0,Northbound,106.0,38.583,0,8.0
11421,2022,2022-11-26 00:00:00,8.0,Northbound,91.3,33.667,0,8.0
11425,2022,2022-11-26 00:00:00,3.0,Northbound,105.9,26.5,0,3.0
11429,2022,2022-11-26 00:00:00,2.0,Northbound,97.9,24.5,0,2.0
11432,2022,2022-11-26 00:00:00,1.0,Northbound,98.6,23.5,0,1.0
11439,2022,2022-11-26 00:00:00,17.0,Southbound,106.0,44.5,0,17.0
11450,2022,2022-11-26 00:00:00,1.0,Southbound,105.9,39.167,0,1.0
11461,2022,2022-11-27 00:00:00,1.0,Northbound,106.0,22.333,0,1.0
11463,2022,2022-11-27 00:00:00,1.0,Northbound,106.0,24.167,0,1.0
11483,2022,2022-11-27 00:00:00,4.0,Southbound,98.6,32.667,0,4.0
11490,2022,2022-11-27 00:00:00,5.0,Southbound,106.0,37.667,0,5.0
11497,2022,2022-11-28 00:00:00,10.0,Northbound,106.0,38.583,0,10.0
11498,2022,2022-11-28 00:00:00,2.0,Northbound,106.0,38.25,0,2.0
11504,2022,2022-11-28 00:00:00,2.0,Northbound,105.9,26.833,0,2.0
11516,2022,2022-11-28 00:00:00,2.0,Southbound,105.9,46.0,0,2.0
11517,2022,2022-11-28 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
11523,2022,2022-11-28 00:00:00,1.0,Southbound,105.9,39.5,0,1.0
11529,2022,2022-11-29 00:00:00,10.0,Northbound,94.6,27.5,0,10.0
11530,2022,2022-11-29 00:00:00,10.0,Northbound,106.0,39.083,0,10.0
11532,2022,2022-11-29 00:00:00,10.0,Northbound,105.8,29.167,0,10.0
11544,2022,2022-11-29 00:00:00,2.0,Northbound,106.0,36.417,0,2.0
11550,2022,2022-11-29 00:00:00,2.0,Southbound,106.0,44.667,0,2.0
11553,2022,2022-11-29 00:00:00,1.0,Southbound,106.0,29.5,0,1.0
11556,2022,2022-11-29 00:00:00,4.0,Southbound,106.0,38.25,0,4.0
11561,2022,2022-11-29 00:00:00,17.0,Southbound,106.0,42.0,0,17.0
11567,2022,2022-11-30 00:00:00,7.0,Northbound,106.0,39.167,0,7.0
11569,2022,2022-11-30 00:00:00,1.0,Northbound,106.0,32.833,0,1.0
11574,2022,2022-11-30 00:00:00,6.0,Northbound,106.0,28.667,0,6.0
11581,2022,2022-11-30 00:00:00,4.0,Southbound,106.0,44.0,0,4.0
11582,2022,2022-11-30 00:00:00,4.0,Southbound,106.0,37.167,0,4.0
11588,2022,2022-11-30 00:00:00,1.0,Southbound,106.0,39.417,0,1.0
11593,2022,2022-11-30 00:00:00,0.0,Southbound,93.3,34.25,0,0.0
11600,2022,2022-12-01 00:00:00,8.0,Northbound,98.6,35.25,0,8.0
11608,2022,2022-12-01 00:00:00,1.0,Northbound,106.0,30.833,0,1.0
11620,2022,2022-12-01 00:00:00,4.0,Southbound,105.9,39.5,0,4.0
11623,2022,2022-12-01 00:00:00,2.0,Southbound,106.0,44.167,0,2.0
11625,2022,2022-12-01 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
11637,2022,2022-12-02 00:00:00,9.0,Northbound,106.0,39.083,0,9.0
11646,2022,2022-12-02 00:00:00,5.0,Northbound,105.9,35.083,0,5.0
11655,2022,2022-12-02 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
11656,2022,2022-12-02 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
11658,2022,2022-12-02 00:00:00,3.0,Southbound,105.9,44.75,0,3.0
11673,2022,2022-12-03 00:00:00,5.0,Northbound,105.9,39.5,0,5.0
11674,2022,2022-12-03 00:00:00,4.0,Northbound,93.3,30.583,0,4.0
11685,2022,2022-12-03 00:00:00,2.0,Northbound,105.9,30.0,0,2.0
11694,2022,2022-12-03 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
11695,2022,2022-12-03 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
11696,2022,2022-12-03 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
11698,2022,2022-12-03 00:00:00,2.0,Southbound,106.0,35.167,0,2.0
11703,2022,2022-12-03 00:00:00,4.0,Southbound,98.6,32.583,0,4.0
11705,2022,2022-12-03 00:00:00,11.0,Southbound,106.0,44.25,0,11.0
11714,2022,2022-12-04 00:00:00,1.0,Northbound,106.0,39.167,0,1.0
11715,2022,2022-12-04 00:00:00,1.0,Northbound,106.0,38.583,0,1.0
11728,2022,2022-12-04 00:00:00,19.0,Southbound,106.0,44.167,0,19.0
11729,2022,2022-12-04 00:00:00,10.0,Southbound,106.0,41.167,0,10.0
11752,2022,2022-12-05 00:00:00,3.0,Northbound,105.9,38.583,0,3.0
11756,2022,2022-12-05 00:00:00,1.0,Northbound,106.0,39.5,0,1.0
11765,2022,2022-12-05 00:00:00,5.0,Southbound,93.4,33.667,0,5.0
11769,2022,2022-12-05 00:00:00,3.0,Southbound,106.0,38.25,0,3.0
11770,2022,2022-12-05 00:00:00,2.0,Southbound,106.0,43.75,0,2.0
11775,2022,2022-12-05 00:00:00,1.0,Southbound,98.6,33.0,0,1.0
11776,2022,2022-12-05 00:00:00,0.0,Southbound,106.0,33.583,0,0.0
11786,2022,2022-12-06 00:00:00,4.0,Northbound,106.0,36.417,0,4.0
11788,2022,2022-12-06 00:00:00,3.0,Northbound,105.9,39.25,0,3.0
11789,2022,2022-12-06 00:00:00,2.0,Northbound,106.0,26.083,0,2.0
11793,2022,2022-12-06 00:00:00,3.0,Northbound,106.0,26.417,0,3.0
11802,2022,2022-12-06 00:00:00,3.0,Southbound,98.6,27.583,0,3.0
11805,2022,2022-12-06 00:00:00,1.0,Southbound,94.0,30.417,0,1.0
11811,2022,2022-12-06 00:00:00,1.0,Southbound,106.0,38.25,0,1.0
11819,2022,2022-12-07 00:00:00,3.0,Northbound,98.6,26.5,0,3.0
11820,2022,2022-12-07 00:00:00,3.0,Northbound,105.9,26.083,-1,3.0
11823,2022,2022-12-07 00:00:00,1.0,Northbound,106.0,30.0,0,1.0
11833,2022,2022-12-07 00:00:00,0.0,Northbound,91.4,33.333,0,0.0
11840,2022,2022-12-07 00:00:00,1.0,Southbound,106.0,32.667,0,1.0
11841,2022,2022-12-07 00:00:00,1.0,Southbound,106.0,44.667,0,1.0
11845,2022,2022-12-07 00:00:00,1.0,Southbound,93.4,32.833,0,1.0
11846,2022,2022-12-07 00:00:00,5.0,Southbound,92.7,31.0,0,5.0
11848,2022,2022-12-07 00:00:00,4.0,Southbound,92.7,33.583,0,4.0
11856,2022,2022-12-07 00:00:00,5.0,Southbound,97.9,34.167,8,5.0
11860,2022,2022-12-08 00:00:00,2.0,Northbound,96.6,26.25,0,2.0
11861,2022,2022-12-08 00:00:00,2.0,Northbound,106.0,37.5,0,2.0
11872,2022,2022-12-08 00:00:00,3.0,Northbound,106.0,39.417,0,3.0
11873,2022,2022-12-08 00:00:00,23.0,Southbound,106.0,43.5,0,23.0
11874,2022,2022-12-08 00:00:00,10.0,Southbound,106.0,44.583,0,10.0
11882,2022,2022-12-08 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
11896,2022,2022-12-09 00:00:00,5.0,Northbound,106.0,39.5,0,5.0
11897,2022,2022-12-09 00:00:00,3.0,Northbound,105.9,39.5,0,3.0
11898,2022,2022-12-09 00:00:00,2.0,Northbound,105.8,23.833,0,2.0
11899,2022,2022-12-09 00:00:00,2.0,Northbound,106.0,28.667,0,2.0
11902,2022,2022-12-09 00:00:00,1.0,Northbound,98.7,34.083,0,1.0
11905,2022,2022-12-09 00:00:00,1.0,Northbound,106.0,25.833,0,1.0
11911,2022,2022-12-09 00:00:00,5.0,Southbound,105.9,39.5,0,5.0
11919,2022,2022-12-09 00:00:00,1.0,Southbound,106.0,44.75,0,1.0
11928,2022,2022-12-09 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
11932,2022,2022-12-10 00:00:00,5.0,Northbound,105.9,29.833,0,5.0
11936,2022,2022-12-10 00:00:00,2.0,Northbound,106.0,39.333,0,2.0
11940,2022,2022-12-10 00:00:00,2.0,Northbound,106.0,26.667,0,2.0
11945,2022,2022-12-10 00:00:00,2.0,Northbound,106.0,39.5,0,2.0
11949,2022,2022-12-10 00:00:00,23.0,Southbound,105.9,44.0,0,23.0
11951,2022,2022-12-10 00:00:00,3.0,Southbound,105.9,39.5,-1,3.0
11952,2022,2022-12-10 00:00:00,2.0,Southbound,106.0,44.583,0,2.0
11957,2022,2022-12-10 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
11958,2022,2022-12-10 00:00:00,1.0,Southbound,106.0,39.333,0,1.0
11964,2022,2022-12-11 00:00:00,5.0,Northbound,99.8,19.25,0,5.0
11966,2022,2022-12-11 00:00:00,5.0,Northbound,98.7,27.333,0,5.0
11967,2022,2022-12-11 00:00:00,5.0,Northbound,106.0,39.25,0,5.0
11977,2022,2022-12-11 00:00:00,2.0,Northbound,91.4,25.583,0,2.0
11982,2022,2022-12-11 00:00:00,23.0,Southbound,106.0,44.167,0,23.0
11983,2022,2022-12-11 00:00:00,6.0,Southbound,105.9,44.5,0,6.0
12002,2022,2022-12-12 00:00:00,6.0,Northbound,105.9,39.333,0,6.0
12004,2022,2022-12-12 00:00:00,6.0,Northbound,98.6,30.167,0,6.0
12008,2022,2022-12-12 00:00:00,5.0,Northbound,98.6,33.417,0,5.0
12022,2022,2022-12-12 00:00:00,24.0,Southbound,106.0,43.75,0,24.0
12023,2022,2022-12-12 00:00:00,21.0,Southbound,106.0,45.333,0,21.0
12024,2022,2022-12-12 00:00:00,23.0,Southbound,106.0,43.667,0,23.0
12025,2022,2022-12-12 00:00:00,6.0,Southbound,106.0,38.917,7,6.0
12029,2022,2022-12-12 00:00:00,6.0,Southbound,99.8,22.5,0,6.0
12031,2022,2022-12-12 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
12032,2022,2022-12-12 00:00:00,1.0,Southbound,106.0,37.75,0,1.0
12040,2022,2022-12-13 00:00:00,6.0,Northbound,106.0,39.25,0,6.0
12043,2022,2022-12-13 00:00:00,2.0,Northbound,106.0,39.333,0,2.0
12044,2022,2022-12-13 00:00:00,2.0,Northbound,106.0,36.917,0,2.0
12056,2022,2022-12-13 00:00:00,26.0,Southbound,106.0,42.833,0,26.0
12057,2022,2022-12-13 00:00:00,22.0,Southbound,106.0,44.417,0,22.0
12058,2022,2022-12-13 00:00:00,22.0,Southbound,106.0,44.667,0,22.0
12059,2022,2022-12-13 00:00:00,6.0,Southbound,106.0,37.917,0,6.0
12076,2022,2022-12-14 00:00:00,5.0,Northbound,97.9,33.917,0,5.0
12078,2022,2022-12-14 00:00:00,5.0,Northbound,91.3,30.25,6,5.0
12081,2022,2022-12-14 00:00:00,2.0,Northbound,105.8,27.333,0,2.0
12086,2022,2022-12-14 00:00:00,1.0,Northbound,106.0,30.417,0,1.0
12087,2022,2022-12-14 00:00:00,1.0,Northbound,106.0,33.417,0,1.0
12093,2022,2022-12-14 00:00:00,20.0,Southbound,106.0,43.5,0,20.0
12094,2022,2022-12-14 00:00:00,21.0,Southbound,106.0,44.0,0,21.0
12095,2022,2022-12-14 00:00:00,6.0,Southbound,105.9,37.75,0,6.0
12122,2022,2022-12-15 00:00:00,1.0,Northbound,106.0,26.667,0,1.0
12124,2022,2022-12-15 00:00:00,4.0,Northbound,98.6,27.333,0,4.0
12126,2022,2022-12-15 00:00:00,1.0,Northbound,106.0,39.5,0,1.0
12128,2022,2022-12-15 00:00:00,2.0,Northbound,106.0,35.417,0,2.0
12133,2022,2022-12-15 00:00:00,18.0,Southbound,105.9,44.5,0,18.0
12135,2022,2022-12-15 00:00:00,7.0,Southbound,105.9,39.0,0,7.0
12137,2022,2022-12-15 00:00:00,3.0,Southbound,101.9,33.417,0,3.0
12142,2022,2022-12-15 00:00:00,1.0,Southbound,105.9,39.0,0,1.0
12148,2022,2022-12-15 00:00:00,1.0,Southbound,98.6,32.25,0,1.0
12153,2022,2022-12-16 00:00:00,5.0,Northbound,105.9,39.25,0,5.0
12155,2022,2022-12-16 00:00:00,2.0,Northbound,106.3,36.75,0,2.0
12159,2022,2022-12-16 00:00:00,1.0,Northbound,106.0,31.667,0,1.0
12170,2022,2022-12-16 00:00:00,16.0,Southbound,105.9,46.0,0,16.0
12171,2022,2022-12-16 00:00:00,8.0,Southbound,98.6,33.5,0,8.0
12172,2022,2022-12-16 00:00:00,5.0,Southbound,105.9,39.5,0,5.0
12181,2022,2022-12-16 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
12189,2022,2022-12-17 00:00:00,6.0,Northbound,101.9,23.333,10,6.0
12207,2022,2022-12-17 00:00:00,7.0,Southbound,105.9,38.917,0,7.0
12209,2022,2022-12-17 00:00:00,7.0,Southbound,98.6,31.75,0,7.0
12213,2022,2022-12-17 00:00:00,1.0,Southbound,106.0,38.5,0,1.0
12225,2022,2022-12-18 00:00:00,9.0,Northbound,106.0,40.333,6,9.0
12243,2022,2022-12-18 00:00:00,7.0,Southbound,106.0,38.0,0,7.0
12244,2022,2022-12-18 00:00:00,6.0,Southbound,105.8,39.5,0,6.0
12249,2022,2022-12-18 00:00:00,3.0,Southbound,106.0,38.583,-1,3.0
12253,2022,2022-12-18 00:00:00,0.0,Southbound,106.0,39.417,0,0.0
12259,2022,2022-12-19 00:00:00,8.0,Northbound,105.9,39.25,0,8.0
12261,2022,2022-12-19 00:00:00,6.0,Northbound,106.0,39.333,0,6.0
12265,2022,2022-12-19 00:00:00,4.0,Northbound,105.8,30.417,0,4.0
12267,2022,2022-12-19 00:00:00,3.0,Northbound,106.0,27.25,0,3.0
12275,2022,2022-12-19 00:00:00,1.0,Northbound,97.9,24.667,0,1.0
12276,2022,2022-12-19 00:00:00,2.0,Northbound,106.0,25.333,0,2.0
12278,2022,2022-12-19 00:00:00,19.0,Southbound,105.9,46.0,0,19.0
12282,2022,2022-12-19 00:00:00,2.0,Southbound,105.9,34.833,0,2.0
12283,2022,2022-12-19 00:00:00,9.0,Southbound,98.6,31.75,0,9.0
12286,2022,2022-12-19 00:00:00,1.0,Southbound,106.0,39.417,0,1.0
12287,2022,2022-12-19 00:00:00,9.0,Southbound,105.2,35.333,0,9.0
12292,2022,2022-12-20 00:00:00,6.0,Northbound,105.9,39.333,0,6.0
12296,2022,2022-12-20 00:00:00,4.0,Northbound,105.9,44.583,0,4.0
12297,2022,2022-12-20 00:00:00,6.0,Northbound,106.0,32.167,0,6.0
12305,2022,2022-12-20 00:00:00,1.0,Northbound,97.9,33.75,0,1.0
12312,2022,2022-12-20 00:00:00,16.0,Southbound,106.0,44.333,0,16.0
12313,2022,2022-12-20 00:00:00,6.0,Southbound,105.9,39.5,0,6.0
12314,2022,2022-12-20 00:00:00,6.0,Southbound,105.9,39.5,0,6.0
12316,2022,2022-12-20 00:00:00,3.0,Southbound,93.3,21.0,0,3.0
12324,2022,2022-12-20 00:00:00,2.0,Southbound,106.0,29.75,0,2.0
12333,2022,2022-12-21 00:00:00,6.0,Northbound,106.0,39.0,0,6.0
12334,2022,2022-12-21 00:00:00,5.0,Northbound,105.9,39.5,0,5.0
12336,2022,2022-12-21 00:00:00,3.0,Northbound,106.0,23.833,0,3.0
12338,2022,2022-12-21 00:00:00,1.0,Northbound,106.0,39.417,0,1.0
12343,2022,2022-12-21 00:00:00,1.0,Northbound,106.0,38.917,0,1.0
12348,2022,2022-12-21 00:00:00,16.0,Southbound,106.0,43.833,0,16.0
12355,2022,2022-12-21 00:00:00,1.0,Southbound,106.0,39.417,0,1.0
12358,2022,2022-12-21 00:00:00,3.0,Southbound,106.0,39.167,0,3.0
12360,2022,2022-12-21 00:00:00,1.0,Southbound,106.0,38.0,0,1.0
12361,2022,2022-12-21 00:00:00,6.0,Southbound,106.0,29.5,0,6.0
12371,2022,2022-12-22 00:00:00,6.0,Northbound,93.3,34.083,0,6.0
12377,2022,2022-12-22 00:00:00,1.0,Northbound,106.0,39.417,0,1.0
12378,2022,2022-12-22 00:00:00,1.0,Northbound,105.8,25.917,0,1.0
12380,2022,2022-12-22 00:00:00,4.0,Northbound,98.7,22.0,0,4.0
12386,2022,2022-12-22 00:00:00,17.0,Southbound,105.9,44.167,0,17.0
12391,2022,2022-12-22 00:00:00,3.0,Southbound,106.0,44.583,0,3.0
12396,2022,2022-12-22 00:00:00,1.0,Southbound,106.0,39.333,0,1.0
12398,2022,2022-12-22 00:00:00,1.0,Southbound,98.7,25.5,0,1.0
12410,2022,2022-12-23 00:00:00,6.0,Northbound,98.6,35.25,0,6.0
12411,2022,2022-12-23 00:00:00,5.0,Northbound,106.0,37.667,0,5.0
12417,2022,2022-12-23 00:00:00,1.0,Northbound,106.0,33.333,0,1.0
12422,2022,2022-12-23 00:00:00,0.0,Northbound,106.0,38.167,0,0.0
12429,2022,2022-12-23 00:00:00,17.0,Southbound,106.0,44.417,0,17.0
12430,2022,2022-12-23 00:00:00,8.0,Southbound,106.0,39.417,0,8.0
12437,2022,2022-12-23 00:00:00,2.0,Southbound,106.0,35.0,0,2.0
12438,2022,2022-12-23 00:00:00,1.0,Southbound,98.7,35.167,0,1.0
12448,2022,2022-12-24 00:00:00,6.0,Northbound,105.9,22.833,0,6.0
12452,2022,2022-12-24 00:00:00,1.0,Northbound,106.0,26.417,0,1.0
12453,2022,2022-12-24 00:00:00,3.0,Northbound,105.7,37.083,0,3.0
12456,2022,2022-12-24 00:00:00,1.0,Northbound,106.0,34.333,0,1.0
12466,2022,2022-12-24 00:00:00,18.0,Southbound,106.0,44.0,0,18.0
12477,2022,2022-12-24 00:00:00,1.0,Southbound,106.0,41.0,0,1.0
12478,2022,2022-12-24 00:00:00,2.0,Southbound,97.9,33.667,0,2.0
12483,2022,2022-12-24 00:00:00,0.0,Southbound,106.0,39.5,0,0.0
12492,2022,2022-12-25 00:00:00,2.0,Northbound,93.3,25.083,0,2.0
12507,2022,2022-12-25 00:00:00,18.0,Southbound,106.0,44.333,0,18.0
12508,2022,2022-12-25 00:00:00,17.0,Southbound,106.0,44.083,0,17.0
12510,2022,2022-12-25 00:00:00,4.0,Southbound,105.9,44.417,0,4.0
12518,2022,2022-12-25 00:00:00,2.0,Southbound,98.6,32.5,0,2.0
12529,2022,2022-12-26 00:00:00,4.0,Northbound,98.7,23.917,0,4.0
12535,2022,2022-12-26 00:00:00,2.0,Northbound,106.0,24.667,0,2.0
12537,2022,2022-12-26 00:00:00,5.0,Northbound,106.0,39.333,0,5.0
12545,2022,2022-12-26 00:00:00,9.0,Southbound,98.7,29.0,0,9.0
12546,2022,2022-12-26 00:00:00,5.0,Southbound,106.0,37.667,0,5.0
12549,2022,2022-12-26 00:00:00,2.0,Southbound,106.0,28.667,0,2.0
12556,2022,2022-12-26 00:00:00,1.0,Southbound,98.6,31.833,0,1.0
12568,2022,2022-12-27 00:00:00,2.0,Northbound,105.9,37.833,0,2.0
12569,2022,2022-12-27 00:00:00,2.0,Northbound,106.0,27.0,0,2.0
12571,2022,2022-12-27 00:00:00,2.0,Northbound,106.0,39.5,0,2.0
12590,2022,2022-12-27 00:00:00,1.0,Southbound,106.0,39.333,0,1.0
12593,2022,2022-12-27 00:00:00,3.0,Southbound,106.0,39.5,0,3.0
12600,2022,2022-12-28 00:00:00,5.0,Northbound,106.0,38.417,0,5.0
12601,2022,2022-12-28 00:00:00,3.0,Northbound,97.9,25.333,0,3.0
12604,2022,2022-12-28 00:00:00,2.0,Northbound,106.0,23.583,0,2.0
12611,2022,2022-12-28 00:00:00,1.0,Northbound,106.0,36.75,0,1.0
12615,2022,2022-12-28 00:00:00,13.0,Southbound,106.0,44.917,0,13.0
12616,2022,2022-12-28 00:00:00,9.0,Southbound,105.9,39.5,0,9.0
12619,2022,2022-12-28 00:00:00,4.0,Southbound,106.0,39.5,-1,4.0
12622,2022,2022-12-28 00:00:00,2.0,Southbound,106.0,44.667,0,2.0
12624,2022,2022-12-28 00:00:00,10.0,Southbound,106.0,39.5,0,10.0
12628,2022,2022-12-28 00:00:00,1.0,Southbound,106.0,37.75,0,1.0
12638,2022,2022-12-29 00:00:00,6.0,Northbound,105.9,39.5,0,6.0
12639,2022,2022-12-29 00:00:00,5.0,Northbound,93.3,31.667,0,5.0
12640,2022,2022-12-29 00:00:00,5.0,Northbound,93.7,31.083,0,5.0
12654,2022,2022-12-29 00:00:00,10.0,Southbound,106.0,45.75,0,10.0
12659,2022,2022-12-29 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
12660,2022,2022-12-29 00:00:00,9.0,Southbound,98.6,33.0,0,9.0
12661,2022,2022-12-29 00:00:00,9.0,Southbound,98.6,28.417,0,9.0
12662,2022,2022-12-29 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
12670,2022,2022-12-29 00:00:00,9.0,Southbound,98.6,37.0,0,9.0
12674,2022,2022-12-30 00:00:00,6.0,Northbound,101.9,34.083,0,6.0
12683,2022,2022-12-30 00:00:00,2.0,Northbound,106.0,30.0,0,2.0
12694,2022,2022-12-30 00:00:00,9.0,Southbound,92.7,33.167,0,9.0
12695,2022,2022-12-30 00:00:00,8.0,Southbound,106.0,39.5,9,8.0
12696,2022,2022-12-30 00:00:00,8.0,Southbound,106.0,39.5,0,8.0
12697,2022,2022-12-30 00:00:00,8.0,Southbound,105.9,39.5,9,8.0
12699,2022,2022-12-30 00:00:00,8.0,Southbound,98.6,33.75,0,8.0
12701,2022,2022-12-30 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
12702,2022,2022-12-30 00:00:00,3.0,Southbound,106.0,39.25,0,3.0
12716,2022,2022-12-31 00:00:00,3.0,Northbound,106.0,27.5,0,3.0
12718,2022,2022-12-31 00:00:00,2.0,Northbound,91.4,24.417,0,2.0
12725,2022,2022-12-31 00:00:00,5.0,Northbound,98.6,31.417,0,5.0
12729,2022,2022-12-31 00:00:00,0.0,Northbound,105.9,31.667,0,0.0
12734,2022,2022-12-31 00:00:00,6.0,Southbound,106.0,37.417,0,6.0
12739,2022,2022-12-31 00:00:00,3.0,Southbound,106.0,38.667,-1,3.0
12743,2022,2022-12-31 00:00:00,10.0,Southbound,106.0,40.0,0,10.0
12744,2022,2022-12-31 00:00:00,1.0,Southbound,105.7,39.5,0,1.0
12755,2023,2023-01-01 01:29:00,5.94999999999709,NORTHBOUND,93.4,35.02,0,5.0
12757,2023,2023-01-01 02:36:00,3.547222222216078,NORTHBOUND,101.9,24.07,0,3.0
12760,2023,2023-01-01 03:38:00,0.7277777777781012,NORTHBOUND,105.9,39.06,0,0.0
12761,2023,2023-01-01 04:32:00,0.7409722222218988,NORTHBOUND,106.0,39.04,0,0.0
12770,2023,2023-01-01 18:39:00,9.001388888893416,SOUTHBOUND,106.0,39.04,0,9.0
12771,2023,2023-01-01 20:27:00,8.193749999998545,SOUTHBOUND,98.6,35.05,0,8.0
12773,2023,2023-01-01 11:13:00,3.1666666666715173,SOUTHBOUND,105.9,38.07,0,3.0
12780,2023,2023-01-01 07:43:00,1.1701388888905058,SOUTHBOUND,97.9,32.09,0,1.0
12782,2023,2023-01-01 09:12:00,0.476388888884685,SOUTHBOUND,98.7,35.09,0,0.0
